age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-loss,hours-per-week,native-country,salary
0.3283582089552239,State-gov,0.12742748566801881,0.8,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.49253731343283574,Self-emp-not-inc,0.13921653192502206,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.11267605633802817,United-States,<=50K
0.3134328358208955,Private,0.40843196530216164,0.5333333333333333,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.5373134328358209,Private,0.4472371520756452,0.4,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.49295774647887325,United-States,<=50K
0.16417910447761191,Private,0.6581746202889587,0.8,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0.0,0.49295774647887325,Cuba,<=50K
0.2985074626865672,Private,0.5486717742362041,0.8666666666666667,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.49295774647887325,United-States,<=50K
0.5223880597014925,Self-emp-not-inc,0.39621774032769275,0.5333333333333333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.5633802816901409,United-States,>50K
0.208955223880597,Private,0.06286745409493895,0.8666666666666667,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.6338028169014085,United-States,>50K
0.373134328358209,Private,0.2941077146542219,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.49295774647887325,United-States,>50K
0.19402985074626866,State-gov,0.257180231020551,0.8,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.49295774647887325,India,>50K
0.08955223880597013,Private,0.21847676164359037,0.8,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.352112676056338,United-States,<=50K
0.2537313432835821,Private,0.4691389418949544,0.2,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0.0,0.5633802816901409,Mexico,<=50K
0.2537313432835821,Self-emp-not-inc,0.32931617428665594,0.5333333333333333,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.4225352112676056,United-States,<=50K
0.22388059701492535,Private,0.34979798925050554,0.5333333333333333,Never-married,Machine-op-inspct,Unmarried,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.3134328358208955,Private,0.028499180157784028,0.4,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.6338028169014085,United-States,<=50K
0.38805970149253727,Self-emp-not-inc,0.5641185780721705,0.8666666666666667,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.5633802816901409,United-States,>50K
0.3432835820895522,Private,0.3634281203845732,1.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.7746478873239436,United-States,>50K
0.5522388059701493,Private,0.5844030612867657,0.5333333333333333,Separated,Other-service,Unmarried,Black,Female,0.0,0.2112676056338028,United-States,<=50K
0.2686567164179104,Federal-gov,0.12606243820668162,0.26666666666666666,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0.0,0.49295774647887325,United-States,<=50K
0.6268656716417911,Private,0.19150741112951064,0.5333333333333333,Divorced,Tech-support,Unmarried,White,Female,0.0,0.49295774647887325,United-States,<=50K
0.5820895522388059,Local-gov,0.41088335455836345,0.8,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.49295774647887325,United-States,>50K
0.47761194029850745,Private,0.36310669341156077,0.5333333333333333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.04477611940298504,Private,0.5109000362113931,0.6,Never-married,Sales,Own-child,Black,Male,0.0,0.5492957746478874,United-States,<=50K
0.19402985074626866,Federal-gov,0.09169416426952669,0.6,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.07462686567164178,State-gov,0.603456764003434,0.6,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.1408450704225352,United-States,<=50K
0.46268656716417905,Private,0.46287111592121377,0.4,Never-married,Machine-op-inspct,Unmarried,White,Male,0.0,0.49295774647887325,Puerto-Rico,<=50K
0.05970149253731344,Private,0.37090638337693616,0.6,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.46268656716417905,Self-emp-not-inc,0.5098055570248068,0.7333333333333334,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.5373134328358209,Self-emp-not-inc,0.1497849694237506,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.10447761194029848,Private,0.3216487169367602,0.8,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.6338028169014085,United-States,<=50K
0.47761194029850745,Private,0.16225959093331813,0.5333333333333333,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.49295774647887325,United-States,<=50K
0.11940298507462682,Private,0.5596531843648155,0.5333333333333333,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.4225352112676056,United-States,<=50K
0.5970149253731343,Federal-gov,0.6571289654527034,0.8,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.49295774647887325,United-States,>50K
0.5373134328358209,Private,0.2634134730794738,0.5333333333333333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.46478873239436624,United-States,<=50K
0.40298507462686567,Private,0.23084966575663504,0.8666666666666667,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.49295774647887325,United-States,<=50K
0.3582089552238806,State-gov,0.17642882426895706,0.6666666666666666,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.17910447761194026,Private,0.5219892667803189,0.6666666666666666,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.5352112676056338,United-States,<=50K
0.49253731343283574,Federal-gov,0.4815443955748864,0.8,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.704225352112676,United-States,>50K
0.44776119402985076,Self-emp-inc,0.19316947338869472,0.5333333333333333,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.7746478873239436,United-States,<=50K
0.38805970149253727,Private,0.4538935385041033,0.6,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.49295774647887325,United-States,>50K
0.43283582089552236,Private,0.41050700019122865,0.13333333333333336,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.49295774647887325,Mexico,<=50K
0.2686567164179104,Private,0.08437254606780889,0.6666666666666666,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.49295774647887325,Puerto-Rico,<=50K
0.19402985074626866,Private,0.3524873972145708,0.5333333333333333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.19402985074626866,Private,0.09076853596116836,0.8,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.46268656716417905,Private,0.2741527958043608,0.5333333333333333,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.373134328358209,Private,0.2070030393158081,1.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.5633802816901409,United-States,>50K
0.17910447761194026,Private,0.18455604425113617,0.6,Divorced,Tech-support,Not-in-family,White,Male,0.0,0.7464788732394366,United-States,<=50K
0.2835820895522388,Private,0.2861493455502707,0.5333333333333333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.16417910447761191,Private,0.3423746536522648,0.6,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.49295774647887325,United-States,<=50K
0.5373134328358209,Private,0.31525883008719213,0.5333333333333333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.49295774647887325,United-States,>50K
0.47761194029850745,Self-emp-inc,0.3596788171487393,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.6338028169014085,United-States,>50K
0.02985074626865669,Private,0.17623759556349403,0.6,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.38028169014084506,United-States,<=50K
0.208955223880597,Private,0.6003279368863897,0.8,Separated,Sales,Own-child,Black,Female,0.0,0.49295774647887325,United-States,<=50K
0.17910447761194026,Self-emp-not-inc,0.29990357190809624,0.8,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.9154929577464789,United-States,>50K
0.08955223880597013,Private,0.4003596727141049,0.6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.9253731343283582,Private,0.22350566972768218,0.6,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0.0,0.2112676056338028,United-States,<=50K
0.14925373134328357,Private,0.40492271512212186,0.5333333333333333,Never-married,Other-service,Own-child,White,Male,0.0,0.49295774647887325,Mexico,<=50K
0.3432835820895522,Private,0.035267455722417296,0.7333333333333334,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.014925373134328346,Private,0.5996362585900341,0.4,Never-married,Other-service,Own-child,White,Female,0.0,0.23943661971830987,United-States,<=50K
0.014925373134328346,Private,0.8787589663885035,0.5333333333333333,Never-married,Sales,Not-in-family,White,Male,0.0,0.352112676056338,United-States,<=50K
0.5223880597014925,Private,0.5322606894812005,0.8,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.49295774647887325,Cuba,<=50K
0.43283582089552236,Private,0.07474194296502142,0.5333333333333333,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.49295774647887325,United-States,<=50K
0.5373134328358209,Private,0.6741320454554701,0.5333333333333333,Divorced,Sales,Own-child,White,Female,0.0,0.4225352112676056,United-States,<=50K
0.47761194029850745,Local-gov,0.515414254269079,0.5333333333333333,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.49295774647887325,United-States,>50K
0.2388059701492537,Private,0.3807750051875872,0.8666666666666667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.6338028169014085,United-States,<=50K
0.19402985074626866,Private,0.08026723194414494,0.26666666666666666,Never-married,Sales,Not-in-family,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.38805970149253727,Federal-gov,0.8055794026340737,1.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.6338028169014085,United-States,>50K
0.5970149253731343,Private,0.47827316410271015,0.6666666666666666,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.2985074626865672,Private,0.5530415535908275,0.6,Divorced,Craft-repair,Unmarried,White,Female,0.0,0.49295774647887325,United-States,<=50K
0.16417910447761191,Private,0.4021600706325601,0.6,Divorced,Machine-op-inspct,Unmarried,Black,Female,0.0,0.28169014084507044,United-States,<=50K
0.2985074626865672,Private,0.3820607130796366,0.6,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.6056338028169014,United-States,>50K
0.2537313432835821,Federal-gov,0.4771176544782101,0.5333333333333333,Never-married,Other-service,Own-child,Black,Male,0.0,0.49295774647887325,United-States,<=50K
0.880597014925373,Private,0.22238067532213898,0.8666666666666667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.49295774647887325,United-States,>50K
0.40298507462686567,Private,0.3731075478376916,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.7746478873239436,United-States,>50K
0.44776119402985076,Self-emp-not-inc,0.27308679748880094,0.8666666666666667,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.6338028169014085,United-States,<=50K
0.04477611940298504,Private,0.3528006867958613,0.6,Never-married,Tech-support,Own-child,White,Female,0.0,0.49295774647887325,United-States,<=50K
0.2537313432835821,Private,0.18014964663376448,0.5333333333333333,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.22388059701492535,Self-emp-inc,0.6159639350798888,0.5333333333333333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.49295774647887325,United-States,>50K
0.19402985074626866,Private,0.36622941748481364,0.4,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.208955223880597,Local-gov,0.3547638325487531,0.5333333333333333,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.49295774647887325,United-States,<=50K
0.373134328358209,Private,0.22339988363529836,0.5333333333333333,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.2537313432835821,Private,0.8493361922702916,0.8,Never-married,Sales,Other-relative,White,Male,0.0,0.49295774647887325,United-States,<=50K
0.3134328358208955,Private,0.10262471569987672,0.9333333333333333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.49295774647887325,United-States,>50K
0.16417910447761191,Private,0.7384499896248256,0.6,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.28169014084507044,United-States,<=50K
0.2835820895522388,Private,0.17899413700926442,0.5333333333333333,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.49295774647887325,United-States,<=50K
0.5820895522388059,Self-emp-inc,0.5863234857331179,0.6,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.6338028169014085,United-States,<=50K
0.47761194029850745,Local-gov,0.3712542568730445,0.6666666666666666,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.49295774647887325,United-States,>50K
0.5671641791044777,Private,0.47333987037134984,0.6,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.7183098591549296,United-States,<=50K
0.07462686567164178,Private,0.17852216828939818,0.5333333333333333,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.5070422535211268,United-States,<=50K
0.05970149253731344,Private,0.37642963800812923,0.6,Never-married,Other-service,Own-child,White,Female,0.0,0.49295774647887325,United-States,<=50K
0.19402985074626866,Private,0.12666867388995806,0.8,Never-married,Exec-managerial,Own-child,Black,Male,0.0,0.49295774647887325,Germany,<=50K
0.02985074626865669,Private,0.5833045134043184,0.6,Never-married,Other-service,Own-child,Black,Male,0.0,0.4225352112676056,United-States,<=50K
0.44776119402985076,Private,0.5552752676184702,0.8,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.49295774647887325,United-States,>50K
