age,fnlwgt,education-num,capital-loss,hours-per-week,workclass
0.3283582089552239,0.1274274856680188,0.8,0.0,0.4929577464788733,State-gov
0.4925373134328357,0.13921653192502206,0.8,0.0,0.11267605633802814,Self-emp-not-inc
0.3134328358208955,0.4084319653021616,0.5333333333333333,0.0,0.4929577464788733,Private
0.5373134328358209,0.4472371520756452,0.4,0.0,0.4929577464788733,Private
0.16417910447761191,0.6581746202889587,0.8,0.0,0.4929577464788733,Private
0.2985074626865672,0.5486717742362041,0.8666666666666667,0.0,0.4929577464788733,Private
0.5223880597014925,0.3962177403276928,0.5333333333333333,0.0,0.5633802816901409,Self-emp-not-inc
0.20895522388059698,0.06286745409493895,0.8666666666666667,0.0,0.6338028169014085,Private
0.373134328358209,0.2941077146542219,0.8,0.0,0.4929577464788733,Private
0.19402985074626866,0.25718023102055104,0.8,0.0,0.4929577464788733,State-gov
0.08955223880597013,0.2184767616435904,0.8,0.0,0.35211267605633795,Private
0.2537313432835821,0.4691389418949544,0.2,0.0,0.5633802816901409,Private
0.2537313432835821,0.32931617428665594,0.5333333333333333,0.0,0.4225352112676056,Self-emp-not-inc
0.22388059701492533,0.34979798925050554,0.5333333333333333,0.0,0.4929577464788733,Private
0.3134328358208955,0.028499180157784024,0.4,0.0,0.6338028169014085,Private
0.3880597014925373,0.5641185780721705,0.8666666666666667,0.0,0.5633802816901409,Self-emp-not-inc
0.3432835820895522,0.3634281203845732,1.0,0.0,0.7746478873239436,Private
0.5522388059701493,0.5844030612867657,0.5333333333333333,0.0,0.2112676056338028,Private
0.2686567164179104,0.12606243820668162,0.26666666666666666,0.0,0.4929577464788733,Federal-gov
0.6268656716417911,0.19150741112951064,0.5333333333333333,0.0,0.4929577464788733,Private
0.5820895522388059,0.41088335455836345,0.8,0.0,0.4929577464788733,Local-gov
0.4776119402985074,0.3631066934115608,0.5333333333333333,0.0,0.4929577464788733,Private
0.04477611940298504,0.5109000362113931,0.6,0.0,0.5492957746478874,Private
0.19402985074626866,0.09169416426952667,0.6,0.0,0.4929577464788733,Federal-gov
0.07462686567164177,0.603456764003434,0.6,0.0,0.1408450704225352,State-gov
0.4626865671641791,0.4628711159212138,0.4,0.0,0.4929577464788733,Private
0.05970149253731344,0.37090638337693616,0.6,0.0,0.4929577464788733,Private
0.4626865671641791,0.5098055570248068,0.7333333333333334,0.0,0.4929577464788733,Self-emp-not-inc
0.5373134328358209,0.1497849694237506,0.8,0.0,0.4929577464788733,Self-emp-not-inc
